"","zip","year","total_est","total_large","construction_est","construction_large","manufacturing_est","manufacturing_large","wholesale_est","wholesale_large","retail_est","retail_large","logistics_est","logistics_large","professional_est","professional_large","education_est","education_large","health_care_est","health_care_large","services_est","services_large","government_est","government_large","entertainment_est","entertainment_large"
"1230",10164,2005,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
"1231",10164,2006,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232",10164,2007,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233",10164,2008,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234",10164,2009,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235",10164,2010,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236",10164,2011,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237",10164,2012,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238",10164,2013,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239",10164,2014,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240",10164,2015,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241",10164,2016,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242",10165,2004,492,0,12,0,4,0,18,0,7,0,3,0,572,0,4,0,9,0,32,0,3,0,19,0
"1243",10165,2005,492,0,12,0,6,0,14,0,6,0,4,0,564,0,4,0,10,0,33,0,2,0,22,0
"1244",10165,2006,485,0,13,0,5,0,16,0,8,0,3,0,563,0,3,0,10,0,27,0,1,0,23,0
"1245",10165,2007,462,0,14,0,8,0,16,0,9,0,3,0,557,0,3,0,11,0,20,0,NA,NA,21,0
"1246",10165,2008,440,0,12,0,6,0,16,0,10,0,4,0,520,0,3,0,10,0,20,0,1,0,17,0
"1247",10165,2009,431,0,10,0,5,0,19,0,9,0,4,0,507,0,5,0,9,0,18,0,NA,NA,17,0
"1248",10165,2010,401,1,8,0,4,0,17,0,10,0,5,0,470,1,3,0,10,0,18,0,1,0,12,0
"1249",10165,2011,393,0,8,0,5,0,13,0,11,0,6,0,464,0,2,0,10,0,18,0,NA,NA,11,0
"1250",10165,2012,372,0,8,0,4,0,13,0,6,0,5,0,448,0,3,0,10,0,13,0,NA,NA,12,0
"1251",10165,2013,364,0,9,0,5,0,11,0,7,0,5,0,439,0,3,0,8,0,12,0,2,0,11,0
"1252",10165,2014,351,0,9,0,5,0,11,0,6,0,5,0,427,0,2,0,8,0,15,0,NA,NA,10,0
"1253",10165,2015,341,0,10,0,5,0,8,0,4,0,6,0,415,0,2,0,8,0,15,0,1,0,10,0
"1254",10165,2016,318,0,10,0,3,0,7,0,4,0,6,0,410,0,1,0,7,0,14,0,NA,NA,10,0
"1255",10166,2004,138,3,3,1,NA,NA,6,0,1,0,3,0,121,3,NA,NA,6,0,9,0,NA,NA,12,0
"1256",10166,2005,142,4,3,1,NA,NA,6,0,2,0,3,0,127,4,NA,NA,5,0,7,0,NA,NA,11,0
"1257",10166,2006,151,3,3,1,NA,NA,5,0,2,0,3,0,138,3,NA,NA,4,0,7,0,NA,NA,12,0
"1258",10166,2007,130,5,4,1,NA,NA,4,0,1,0,2,0,117,5,NA,NA,3,0,8,0,NA,NA,13,0
"1259",10166,2008,134,5,4,1,NA,NA,4,0,2,0,2,0,113,5,NA,NA,4,0,5,0,NA,NA,17,0
"1260",10166,2009,129,5,4,1,NA,NA,3,0,2,0,1,0,115,5,NA,NA,3,0,5,0,NA,NA,14,0
"1261",10166,2010,116,4,4,1,NA,NA,3,0,3,0,1,0,104,4,NA,NA,2,0,5,0,NA,NA,11,0
"1262",10166,2011,113,4,3,1,NA,NA,4,0,3,0,1,0,101,4,NA,NA,2,0,7,0,NA,NA,10,0
"1263",10166,2012,105,3,1,1,NA,NA,3,0,3,0,NA,NA,96,2,1,0,3,0,4,0,NA,NA,9,0
"1264",10166,2013,114,3,3,1,NA,NA,4,0,3,0,NA,NA,105,2,1,0,4,0,4,0,NA,NA,10,0
"1265",10166,2014,110,4,4,1,NA,NA,2,0,3,0,NA,NA,96,3,1,0,4,0,5,0,NA,NA,11,0
"1266",10166,2015,123,1,4,1,1,0,3,0,4,0,NA,NA,105,0,1,0,4,0,6,0,NA,NA,13,0
"1267",10166,2016,121,1,4,1,NA,NA,4,0,3,0,NA,NA,102,0,1,0,5,0,6,0,NA,NA,12,0
"1268",10167,2004,100,1,1,0,NA,NA,7,0,3,0,2,0,116,1,NA,NA,1,0,3,0,1,0,3,0
"1269",10167,2005,97,1,1,0,NA,NA,6,0,2,0,1,0,NA,NA,1,0,2,0,2,0,NA,NA,3,0
"1270",10167,2006,105,0,1,0,NA,NA,5,0,1,0,1,0,NA,NA,1,0,2,0,3,0,1,0,4,0
"1271",10167,2007,118,2,1,0,NA,NA,4,0,2,0,1,0,136,2,NA,NA,1,0,2,0,NA,NA,3,0
"1272",10167,2008,137,2,1,0,NA,NA,5,0,1,0,NA,NA,152,2,NA,NA,NA,NA,2,0,NA,NA,5,0
"1273",10167,2009,129,1,1,0,NA,NA,3,0,1,0,NA,NA,146,1,NA,NA,1,0,2,0,NA,NA,3,0
"1274",10167,2010,130,1,1,0,NA,NA,3,0,1,0,NA,NA,147,1,NA,NA,NA,NA,4,0,NA,NA,4,0
"1275",10167,2011,133,0,NA,NA,NA,NA,4,0,2,0,NA,NA,147,0,1,0,NA,NA,2,0,NA,NA,6,0
"1276",10167,2012,129,0,NA,NA,NA,NA,4,0,2,0,NA,NA,133,0,2,0,NA,NA,3,0,NA,NA,6,0
"1277",10167,2013,143,3,1,0,NA,NA,5,0,2,0,NA,NA,141,3,2,0,NA,NA,5,0,NA,NA,9,0
"1278",10167,2014,138,3,1,0,1,0,3,0,2,0,NA,NA,138,4,2,0,NA,NA,5,0,NA,NA,9,0
"1279",10167,2015,131,4,1,0,1,0,3,0,2,0,NA,NA,NA,NA,2,0,NA,NA,4,0,NA,NA,9,0
"1280",10167,2016,134,3,1,0,1,0,2,0,1,0,1,0,138,3,2,0,NA,NA,4,0,NA,NA,9,0
"1281",10168,2004,165,1,2,0,1,0,4,0,4,0,NA,NA,NA,NA,2,0,5,0,16,0,NA,NA,NA,NA
"1282",10168,2005,160,2,2,0,NA,NA,4,0,4,0,NA,NA,NA,NA,3,0,6,0,15,0,NA,NA,NA,NA
"1283",10168,2006,162,2,2,0,NA,NA,4,0,5,0,1,0,NA,NA,3,0,6,0,15,0,2,0,NA,NA
"1284",10168,2007,184,2,2,0,1,0,4,0,7,0,2,0,NA,NA,6,0,6,0,17,0,NA,NA,NA,NA
"1285",10168,2008,193,1,3,0,1,0,3,0,9,0,2,0,NA,NA,5,0,10,0,14,0,1,0,NA,NA
"1286",10168,2009,198,1,3,0,2,0,4,0,10,0,2,0,NA,NA,5,0,11,0,13,0,NA,NA,NA,NA
"1287",10168,2010,198,2,4,0,2,0,3,0,8,0,3,0,225,2,4,0,8,0,12,0,NA,NA,7,0
"1288",10168,2011,179,1,4,0,2,0,2,0,6,0,1,0,NA,NA,4,0,8,0,12,0,NA,NA,7,0
"1289",10168,2012,199,1,5,0,1,0,4,0,8,0,2,0,NA,NA,7,0,6,0,14,0,1,0,13,0
"1290",10168,2013,196,1,8,0,1,0,4,0,6,0,2,0,NA,NA,7,0,6,0,11,0,NA,NA,13,0
"1291",10168,2014,183,1,9,0,1,0,6,0,4,0,1,0,NA,NA,6,0,6,0,12,0,NA,NA,12,0
"1292",10168,2015,174,1,8,0,1,0,6,0,5,0,1,0,NA,NA,6,0,6,0,13,0,NA,NA,10,0
"1293",10168,2016,177,0,7,0,1,0,6,0,4,0,1,0,NA,NA,4,0,7,0,13,0,NA,NA,10,0
"1294",10169,2004,256,0,4,0,3,0,8,0,3,0,NA,NA,311,0,2,0,3,0,7,0,1,0,9,0
"1295",10169,2005,252,0,4,0,2,0,6,0,4,0,NA,NA,301,0,3,0,4,0,8,0,NA,NA,10,0
"1296",10169,2006,254,0,5,0,1,0,3,0,3,0,NA,NA,303,0,3,0,5,0,11,0,NA,NA,8,0
"1297",10169,2007,228,0,4,0,NA,NA,1,0,2,0,NA,NA,281,0,4,0,4,0,5,0,1,0,9,0
"1298",10169,2008,217,0,3,0,NA,NA,1,0,1,0,NA,NA,263,0,2,0,3,0,4,0,1,0,10,0
"1299",10169,2009,212,0,3,0,NA,NA,2,0,2,0,NA,NA,258,0,2,0,3,0,6,0,1,0,8,0
"1300",10169,2010,207,0,1,0,1,0,2,0,3,0,NA,NA,253,0,2,0,3,0,5,0,NA,NA,8,0
"1301",10169,2011,192,1,1,0,2,0,2,0,1,0,NA,NA,234,1,2,0,3,0,5,0,NA,NA,9,0
"1302",10169,2012,174,1,2,0,1,0,2,0,2,0,NA,NA,205,1,1,0,4,0,7,0,NA,NA,10,0
"1303",10169,2013,171,0,2,0,1,0,2,0,2,0,NA,NA,197,0,NA,NA,4,0,7,0,NA,NA,11,0
"1304",10169,2014,165,0,2,0,1,0,2,0,2,0,NA,NA,187,0,NA,NA,4,0,8,0,NA,NA,10,0
"1305",10169,2015,174,0,3,0,1,0,1,0,2,0,NA,NA,196,0,NA,NA,4,0,8,0,NA,NA,14,0
"1306",10169,2016,165,0,3,0,1,0,2,0,1,0,NA,NA,NA,NA,1,0,4,0,8,0,NA,NA,19,0
"1307",10170,2004,309,0,4,0,2,0,19,0,10,0,6,0,336,0,2,0,11,0,21,0,2,0,13,0
"1308",10170,2005,292,1,5,0,2,0,17,0,6,0,7,0,323,1,3,0,11,0,23,0,NA,NA,NA,NA
"1309",10170,2006,299,1,6,0,1,0,17,0,8,0,4,0,333,1,2,0,12,0,23,0,NA,NA,NA,NA
"1310",10170,2007,309,1,6,0,1,0,13,0,9,0,4,0,342,1,2,0,8,0,22,0,NA,NA,12,0
"1311",10170,2008,300,2,6,0,1,0,9,0,7,0,5,0,317,2,2,0,9,0,20,0,NA,NA,NA,NA
"1312",10170,2009,308,2,6,0,1,0,8,0,8,0,4,0,321,2,1,0,8,0,23,0,NA,NA,NA,NA
"1313",10170,2010,310,2,5,0,NA,NA,9,0,7,0,4,0,323,2,2,0,9,0,23,0,NA,NA,NA,NA
"1314",10170,2011,305,2,4,0,NA,NA,9,0,8,0,3,0,314,2,2,0,10,0,22,0,NA,NA,25,0
"1315",10170,2012,295,2,5,0,NA,NA,16,0,5,0,3,0,290,2,3,0,9,0,18,0,NA,NA,31,0
"1316",10170,2013,285,2,5,0,NA,NA,13,0,5,0,2,0,280,2,2,0,10,0,17,0,NA,NA,33,0
"1317",10170,2014,278,1,4,0,NA,NA,12,0,4,0,1,0,278,1,3,0,9,0,18,0,1,0,32,0
"1318",10170,2015,281,1,5,0,NA,NA,14,0,3,0,2,0,278,1,1,0,11,0,22,0,1,0,30,0
"1319",10170,2016,269,2,4,0,1,0,13,0,3,0,1,0,268,3,1,0,11,0,23,0,NA,NA,27,0
"1320",10171,2004,41,1,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,6,0
"1321",10171,2005,45,1,NA,NA,NA,NA,4,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,6,0
"1322",10171,2006,44,1,NA,NA,NA,NA,4,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,2,0,1,0,NA,NA
"1323",10171,2007,54,1,1,0,NA,NA,3,0,1,0,2,0,47,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"1324",10171,2008,51,2,1,0,NA,NA,4,0,1,0,3,0,39,2,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"1325",10171,2009,57,1,1,0,NA,NA,4,0,2,0,4,0,44,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"1326",10171,2010,55,1,NA,NA,NA,NA,4,0,2,0,4,0,42,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"1327",10171,2011,55,1,NA,NA,NA,NA,4,0,2,0,4,0,42,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"1328",10171,2012,54,1,NA,NA,NA,NA,5,0,1,0,4,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"1329",10171,2013,59,0,NA,NA,NA,NA,6,0,1,0,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"1330",10171,2014,73,0,NA,NA,NA,NA,5,0,2,0,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"1331",10171,2015,73,0,NA,NA,NA,NA,5,0,2,0,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,7,0
"1332",10171,2016,99,0,1,0,NA,NA,7,0,1,0,2,0,NA,NA,NA,NA,10,0,2,0,NA,NA,8,0
"1333",10172,2004,47,5,NA,NA,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,1,0,5,0,NA,NA,9,0
"1334",10172,2005,46,4,NA,NA,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,1,0,4,0,NA,NA,9,0
"1335",10172,2006,56,5,NA,NA,1,0,1,0,1,0,NA,NA,44,6,NA,NA,1,0,5,0,NA,NA,9,0
"1336",10172,2007,57,5,NA,NA,1,0,1,0,NA,NA,NA,NA,47,6,NA,NA,NA,NA,4,0,NA,NA,10,0
"1337",10172,2008,59,6,NA,NA,1,0,1,0,1,0,NA,NA,43,6,NA,NA,NA,NA,4,0,NA,NA,12,0
"1338",10172,2009,59,4,NA,NA,1,0,1,0,NA,NA,NA,NA,44,4,NA,NA,NA,NA,5,0,NA,NA,11,0
"1339",10172,2010,65,3,NA,NA,1,0,1,0,NA,NA,1,0,51,3,NA,NA,NA,NA,5,0,NA,NA,10,0
"1340",10172,2011,61,2,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,6,0,NA,NA,10,0
"1341",10172,2012,75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,3,0
"1342",10172,2013,71,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,2,0
"1343",10172,2014,65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,3,0
"1344",10172,2015,74,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,2,0
"1345",10172,2016,72,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,2,0
"1346",10173,2004,67,0,NA,NA,NA,NA,2,0,2,0,1,0,NA,NA,1,0,6,0,3,0,NA,NA,NA,NA
"1347",10173,2005,65,0,NA,NA,NA,NA,1,0,2,0,1,0,NA,NA,1,0,7,0,3,0,NA,NA,NA,NA
"1348",10173,2006,55,0,NA,NA,NA,NA,1,0,2,0,1,0,NA,NA,1,0,6,0,3,0,NA,NA,NA,NA
"1349",10173,2007,30,0,NA,NA,NA,NA,1,0,2,0,NA,NA,24,0,NA,NA,6,0,3,0,NA,NA,NA,NA
"1350",10173,2008,32,0,NA,NA,NA,NA,1,0,2,0,NA,NA,NA,NA,NA,NA,6,0,3,0,NA,NA,NA,NA
"1351",10173,2009,48,0,1,0,NA,NA,1,0,2,0,NA,NA,NA,NA,NA,NA,4,0,3,0,NA,NA,NA,NA
"1352",10173,2010,51,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,55,0,NA,NA,5,0,3,0,NA,NA,NA,NA
"1353",10173,2011,57,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,64,0,NA,NA,5,0,3,0,NA,NA,NA,NA
"1354",10173,2012,62,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,61,0,NA,NA,5,0,3,0,NA,NA,NA,NA
"1355",10173,2013,66,0,NA,NA,NA,NA,NA,NA,2,0,1,0,64,0,NA,NA,5,0,3,0,NA,NA,NA,NA
"1356",10173,2014,69,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,65,0,NA,NA,5,0,3,0,NA,NA,5,0
"1357",10173,2015,71,0,NA,NA,NA,NA,1,0,2,0,NA,NA,68,0,NA,NA,5,0,3,0,NA,NA,5,0
"1358",10173,2016,74,0,NA,NA,NA,NA,1,0,2,0,NA,NA,65,0,NA,NA,7,0,4,0,NA,NA,5,0
"1359",10174,2004,119,1,1,0,1,0,5,0,NA,NA,1,0,137,1,1,0,6,0,6,0,NA,NA,NA,NA
"1360",10174,2005,120,1,1,0,2,0,5,0,1,0,2,0,138,1,1,0,6,0,6,0,NA,NA,NA,NA
"1361",10174,2006,125,1,NA,NA,1,0,5,0,1,0,3,0,143,1,1,0,7,0,7,0,1,0,NA,NA
"1362",10174,2007,125,1,1,0,NA,NA,4,0,2,0,3,0,NA,NA,2,0,7,0,9,0,NA,NA,2,0
"1363",10174,2008,129,1,1,0,2,0,7,0,1,0,3,0,138,1,1,0,7,0,7,0,NA,NA,NA,NA
"1364",10174,2009,127,1,1,0,4,0,6,0,1,0,3,0,135,1,1,0,8,0,7,0,NA,NA,NA,NA
"1365",10174,2010,121,1,1,0,3,0,7,0,2,0,3,0,130,1,NA,NA,8,0,7,0,NA,NA,NA,NA
"1366",10174,2011,128,1,1,0,3,0,7,0,2,0,3,0,139,1,NA,NA,7,0,8,0,NA,NA,NA,NA
"1367",10174,2012,131,1,NA,NA,2,0,7,0,3,0,1,0,145,1,NA,NA,8,0,7,0,1,0,NA,NA
"1368",10174,2013,131,0,NA,NA,2,0,9,0,3,0,1,0,137,0,1,0,10,0,6,0,NA,NA,NA,NA
"1369",10174,2014,140,1,NA,NA,3,0,8,0,3,0,1,0,142,2,1,0,15,0,7,0,NA,NA,NA,NA
"1370",10174,2015,135,1,NA,NA,2,0,8,0,4,0,2,0,135,2,1,0,15,0,5,0,NA,NA,5,0
"1371",10174,2016,136,1,NA,NA,2,0,10,0,4,0,1,0,NA,NA,1,0,16,0,6,0,1,0,5,0
"1372",10175,2004,104,0,NA,NA,1,0,13,0,4,0,2,0,104,0,5,0,1,0,6,0,2,0,5,0
"1373",10175,2005,108,0,NA,NA,2,0,10,0,4,0,2,0,114,0,3,0,1,0,6,0,1,0,7,0
"1374",10175,2006,109,0,NA,NA,2,0,13,0,4,0,2,0,108,0,4,0,3,0,6,0,NA,NA,7,0
"1375",10175,2007,92,0,NA,NA,NA,NA,9,0,4,0,NA,NA,90,0,2,0,5,0,8,0,NA,NA,5,0
"1376",10175,2008,92,0,NA,NA,NA,NA,11,0,2,0,NA,NA,87,0,1,0,4,0,7,0,NA,NA,5,0
"1377",10175,2009,90,0,NA,NA,NA,NA,11,0,2,0,NA,NA,79,0,1,0,5,0,8,0,NA,NA,6,0
"1378",10175,2010,88,0,1,0,NA,NA,11,0,2,0,NA,NA,77,0,1,0,4,0,8,0,NA,NA,6,0
"1379",10175,2011,87,0,1,0,NA,NA,11,0,3,0,NA,NA,72,0,1,0,4,0,8,0,NA,NA,6,0
"1380",10175,2012,88,0,2,0,NA,NA,9,0,3,0,NA,NA,75,0,2,0,5,0,5,0,NA,NA,5,0
"1381",10175,2013,88,0,1,0,NA,NA,8,0,4,0,NA,NA,78,0,2,0,4,0,4,0,NA,NA,6,0
"1382",10175,2014,93,0,1,0,NA,NA,8,0,4,0,NA,NA,86,0,2,0,4,0,4,0,NA,NA,5,0
"1383",10175,2015,95,0,1,0,1,0,8,0,4,0,NA,NA,89,0,1,0,4,0,5,0,NA,NA,4,0
"1384",10175,2016,91,0,1,0,1,0,8,0,4,0,NA,NA,84,0,1,0,5,0,5,0,NA,NA,4,0
"1385",10176,2004,84,1,1,0,NA,NA,6,0,2,0,NA,NA,93,1,3,0,2,0,4,0,NA,NA,NA,NA
"1386",10176,2005,85,1,1,0,NA,NA,5,0,2,0,NA,NA,98,1,3,0,2,0,4,0,NA,NA,NA,NA
"1387",10176,2006,85,1,NA,NA,NA,NA,4,0,2,0,NA,NA,96,1,2,0,1,0,5,0,1,0,NA,NA
"1388",10176,2007,103,0,3,0,NA,NA,11,0,1,0,1,0,106,0,3,0,2,0,7,0,NA,NA,NA,NA
"1389",10176,2008,104,2,1,0,NA,NA,12,0,1,0,1,0,NA,NA,2,0,1,0,8,0,NA,NA,2,0
"1390",10176,2009,109,1,1,0,NA,NA,13,0,1,0,1,0,NA,NA,2,0,1,0,9,0,NA,NA,3,0
"1391",10176,2010,111,0,NA,NA,NA,NA,13,0,1,0,NA,NA,NA,NA,2,0,2,0,8,0,NA,NA,5,0
"1392",10176,2011,105,0,NA,NA,NA,NA,13,0,1,0,NA,NA,NA,NA,2,0,2,0,8,0,NA,NA,3,0
"1393",10176,2012,87,0,1,0,NA,NA,10,0,1,0,NA,NA,NA,NA,2,0,3,0,6,0,NA,NA,4,0
"1394",10176,2013,87,0,1,0,NA,NA,10,0,1,0,NA,NA,NA,NA,2,0,3,0,6,0,NA,NA,5,0
"1395",10176,2014,93,1,1,0,NA,NA,9,0,1,0,NA,NA,96,1,2,0,3,0,6,0,NA,NA,5,0
"1396",10176,2015,93,1,1,0,NA,NA,9,0,1,0,NA,NA,94,1,2,0,3,0,7,0,NA,NA,5,0
"1397",10176,2016,91,1,1,0,NA,NA,8,0,1,0,NA,NA,93,1,2,0,3,0,6,0,NA,NA,4,0
"1398",10177,2004,27,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA
"1399",10177,2005,28,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA
"1400",10177,2006,29,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA
"1401",10177,2007,33,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA
"1402",10177,2008,34,1,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"1403",10177,2009,37,0,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"1404",10177,2010,37,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,46,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"1405",10177,2011,50,0,NA,NA,NA,NA,2,0,2,0,NA,NA,63,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA
"1406",10177,2012,58,0,NA,NA,NA,NA,1,0,2,0,NA,NA,72,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA
"1407",10177,2013,60,0,NA,NA,NA,NA,1,0,1,0,NA,NA,77,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA
"1408",10177,2014,66,0,NA,NA,NA,NA,1,0,1,0,NA,NA,89,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"1409",10177,2015,63,0,NA,NA,NA,NA,1,0,1,0,NA,NA,82,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA
"1410",10177,2016,71,0,NA,NA,NA,NA,1,0,1,0,NA,NA,92,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA
"1411",10178,2004,63,0,1,0,NA,NA,4,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,7,0
"1412",10178,2005,70,0,1,0,NA,NA,5,0,1,0,1,0,NA,NA,NA,NA,NA,NA,3,0,NA,NA,6,0
"1413",10178,2006,69,1,3,0,NA,NA,3,0,2,0,1,0,NA,NA,NA,NA,NA,NA,3,0,1,0,5,0
"1414",10178,2007,73,1,2,0,NA,NA,2,0,1,0,1,0,NA,NA,NA,NA,NA,NA,4,0,NA,NA,7,0
"1415",10178,2008,68,0,2,0,NA,NA,2,0,1,0,1,0,67,0,NA,NA,NA,NA,2,0,NA,NA,4,0
"1416",10178,2009,74,0,2,0,NA,NA,2,0,1,0,1,0,73,0,NA,NA,NA,NA,3,0,1,0,4,0
"1417",10178,2010,75,1,2,0,1,0,2,0,2,0,2,0,68,2,NA,NA,NA,NA,4,0,NA,NA,NA,NA
"1418",10178,2011,67,1,2,0,NA,NA,1,0,2,0,1,0,64,2,NA,NA,NA,NA,4,0,NA,NA,NA,NA
"1419",10178,2012,72,1,1,0,NA,NA,2,0,1,0,1,0,72,2,NA,NA,1,0,3,0,NA,NA,6,0
"1420",10178,2013,64,1,1,0,NA,NA,2,0,1,0,NA,NA,61,2,NA,NA,NA,NA,3,0,4,0,4,0
"1421",10178,2014,69,1,NA,NA,NA,NA,2,0,1,0,1,0,64,2,NA,NA,1,0,3,0,2,0,5,0
"1422",10178,2015,61,1,NA,NA,NA,NA,2,0,1,0,1,0,59,2,NA,NA,1,0,3,0,1,0,4,0
"1423",10178,2016,59,2,NA,NA,NA,NA,3,0,1,0,NA,NA,56,3,NA,NA,2,0,3,0,1,0,6,0
"1424",10179,2004,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",10179,2005,9,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426",10179,2006,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427",10179,2007,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",10179,2008,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",10179,2009,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430",10179,2010,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",10179,2011,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",10179,2012,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",10179,2013,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434",10179,2014,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435",10179,2015,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
