"","year","zipcode","total_households","n1_1","n1_2","n1_3","n1_4","n1_5","n1_6","n1_7","total_income","wage_income"
"2507",2014,10023,NA,6070,3900,3860,3290,7190,9410,NA,NA,NA
"2508",2014,10024,NA,6060,3850,3700,2930,5970,8400,NA,NA,NA
"2509",2014,10025,NA,13550,8390,6250,4080,7450,7090,NA,NA,NA
"2510",2014,10026,NA,7590,4250,2450,1320,1690,850,NA,NA,NA
"2511",2014,10027,NA,12410,6630,3350,1650,2190,1140,NA,NA,NA
"2512",2014,10028,NA,4320,3340,3800,2830,5160,6300,NA,NA,NA
"2513",2014,10029,NA,17280,9060,4290,1710,1570,790,NA,NA,NA
"2514",2014,10030,NA,7070,3570,1660,670,580,150,NA,NA,NA
"2515",2014,10031,NA,15360,7780,3480,1470,1230,310,NA,NA,NA
"2516",2014,10032,NA,16220,7650,3430,1390,1190,280,NA,NA,NA
"2517",2014,10033,NA,13870,6300,3060,1520,1710,540,NA,NA,NA
"2518",2014,10034,NA,10150,4810,2630,1270,1260,250,NA,NA,NA
"2519",2014,10035,NA,7610,3790,1690,850,890,280,NA,NA,NA
"2520",2014,10036,NA,4670,3140,2540,1950,3370,2630,NA,NA,NA
"2521",2014,10037,NA,4660,2840,1800,950,810,100,NA,NA,NA
"2522",2014,10038,NA,3630,2040,1720,1150,2170,1660,NA,NA,NA
"2523",2014,10039,NA,7150,3460,1670,710,590,120,NA,NA,NA
"2524",2014,10040,NA,10520,5220,2740,1240,1210,310,NA,NA,NA
"2525",2014,10044,NA,1210,780,630,440,820,400,NA,NA,NA
"2526",2014,10065,NA,2470,2120,2170,1650,3170,4310,NA,NA,NA
"2527",2014,10069,NA,330,230,220,170,520,1200,NA,NA,NA
"2528",2014,10075,NA,2320,1800,2030,1580,3000,3590,NA,NA,NA
"2529",2014,10128,NA,6190,4940,5030,3500,6250,7350,NA,NA,NA
"2530",2014,10162,NA,100,50,60,60,190,280,NA,NA,NA
"2531",2014,10280,NA,510,440,430,420,1190,1190,NA,NA,NA
"2532",2014,10282,NA,230,140,120,120,380,1250,NA,NA,NA
"2533",2014,10301,NA,6660,3820,2540,1660,2320,770,NA,NA,NA
"2534",2014,10302,NA,3440,1780,1020,670,930,110,NA,NA,NA
"2535",2014,10303,NA,5360,2810,1560,980,1110,80,NA,NA,NA
"2536",2014,10304,NA,8180,4220,2300,1530,2100,800,NA,NA,NA
"2537",2014,10305,NA,6700,3930,2890,2010,2830,530,NA,NA,NA
"2538",2014,10306,NA,8300,4990,3850,3030,4980,1130,NA,NA,NA
"2539",2014,10307,NA,1840,990,810,740,1360,480,NA,NA,NA
"2540",2014,10308,NA,3850,2350,1980,1650,2990,600,NA,NA,NA
"2541",2014,10309,NA,4160,2570,2020,1660,3330,970,NA,NA,NA
"2542",2014,10310,NA,4340,2330,1390,1060,1710,360,NA,NA,NA
"2543",2014,10312,NA,8120,5030,4080,3540,6530,1490,NA,NA,NA
"2544",2014,10314,NA,12710,7890,5810,4690,7420,1600,NA,NA,NA
"2545",2014,10451,NA,12720,6260,2430,920,550,40,NA,NA,NA
"2546",2014,10452,NA,22500,9160,3060,830,420,30,NA,NA,NA
"2547",2014,10453,NA,24210,9060,2690,830,430,20,NA,NA,NA
"2548",2014,10454,NA,10240,3840,1090,330,200,0,NA,NA,NA
"2549",2014,10455,NA,10840,4670,1450,410,220,0,NA,NA,NA
"2550",2014,10456,NA,26050,9960,2860,840,410,20,NA,NA,NA
"2551",2014,10457,NA,20930,7840,2370,770,350,20,NA,NA,NA
"2552",2014,10458,NA,20690,8450,2920,1070,580,30,NA,NA,NA
"2553",2014,10459,NA,12670,5590,1760,630,320,0,NA,NA,NA
"2554",2014,10460,NA,15190,6170,2040,740,450,0,NA,NA,NA
"2555",2014,10461,NA,8800,6080,3970,2210,2300,290,NA,NA,NA
"2556",2014,10462,NA,16430,10890,6430,2870,2060,140,NA,NA,NA
"2557",2014,10463,NA,12830,7450,4930,3030,3950,1300,NA,NA,NA
"2558",2014,10464,NA,540,400,380,240,420,140,NA,NA,NA
"2559",2014,10465,NA,6410,4400,3220,2180,2880,430,NA,NA,NA
"2560",2014,10466,NA,15260,9170,4080,1930,1690,100,NA,NA,NA
"2561",2014,10467,NA,23150,11960,5360,2060,1430,90,NA,NA,NA
"2562",2014,10468,NA,21500,8760,3310,1250,740,50,NA,NA,NA
"2563",2014,10469,NA,13770,8280,4550,2450,2390,270,NA,NA,NA
"2564",2014,10470,NA,2940,1860,1140,640,740,100,NA,NA,NA
"2565",2014,10471,NA,2420,1640,1560,1280,1950,970,NA,NA,NA
"2566",2014,10472,NA,16520,7260,2660,950,620,30,NA,NA,NA
"2567",2014,10473,NA,13080,7530,3690,1800,1400,90,NA,NA,NA
"2568",2014,10474,NA,2980,1300,390,110,60,0,NA,NA,NA
"2569",2014,10475,NA,7350,6440,4530,2300,1540,70,NA,NA,NA
"2570",2014,10501,NA,190,80,70,60,150,130,NA,NA,NA
"2571",2014,10502,NA,730,280,270,270,610,700,NA,NA,NA
"2572",2014,10504,NA,1040,380,300,280,890,2510,NA,NA,NA
"2573",2014,10505,NA,180,80,60,30,100,110,NA,NA,NA
"2574",2014,10506,NA,770,240,210,150,440,990,NA,NA,NA
"2575",2014,10507,NA,900,470,320,240,400,350,NA,NA,NA
"2576",2014,10509,NA,3160,1730,1250,1020,2020,780,NA,NA,NA
"2577",2014,10510,NA,1150,490,420,300,1000,1520,NA,NA,NA
"2578",2014,10511,NA,350,220,160,130,220,60,NA,NA,NA
"2579",2014,10512,NA,3480,2190,1720,1350,2800,790,NA,NA,NA
"2580",2014,10514,NA,1360,400,280,240,840,2330,NA,NA,NA
"2581",2014,10516,NA,720,460,340,310,610,270,NA,NA,NA
"2582",2014,10518,NA,200,90,60,50,150,170,NA,NA,NA
"2583",2014,10520,NA,1590,930,780,590,1330,1050,NA,NA,NA
"2584",2014,10522,NA,1250,810,680,530,1070,880,NA,NA,NA
"2585",2014,10523,NA,1590,970,700,480,820,210,NA,NA,NA
"2586",2014,10524,NA,500,320,240,240,490,280,NA,NA,NA
"2587",2014,10526,NA,290,120,120,80,190,190,NA,NA,NA
"2588",2014,10527,NA,100,50,50,40,110,100,NA,NA,NA
"2589",2014,10528,NA,1560,920,760,550,950,1060,NA,NA,NA
"2590",2014,10530,NA,1430,1010,1080,900,1740,950,NA,NA,NA
"2591",2014,10532,NA,660,400,340,290,680,270,NA,NA,NA
"2592",2014,10533,NA,870,420,380,340,760,1020,NA,NA,NA
"2593",2014,10535,NA,120,100,50,40,70,0,NA,NA,NA
"2594",2014,10536,NA,1350,570,440,360,1020,1440,NA,NA,NA
"2595",2014,10537,NA,400,270,160,130,220,30,NA,NA,NA
"2596",2014,10538,NA,1760,760,720,550,1300,2880,NA,NA,NA
"2597",2014,10541,NA,3610,2020,1620,1340,2980,990,NA,NA,NA
"2598",2014,10543,NA,2920,1550,1140,880,1620,1490,NA,NA,NA
"2599",2014,10546,NA,160,70,60,60,160,200,NA,NA,NA
"2600",2014,10547,NA,1110,690,490,370,760,220,NA,NA,NA
"2601",2014,10548,NA,450,280,210,190,360,100,NA,NA,NA
"2602",2014,10549,NA,2810,1410,820,590,1180,1410,NA,NA,NA
"2603",2014,10550,NA,9000,5380,2360,1100,880,60,NA,NA,NA
"2604",2014,10552,NA,3030,2320,1790,1250,1710,590,NA,NA,NA
"2605",2014,10553,NA,2240,1510,840,460,580,80,NA,NA,NA
"2606",2014,10560,NA,540,310,210,190,460,430,NA,NA,NA
"2607",2014,10562,NA,5390,3190,2080,1420,2590,1180,NA,NA,NA
"2608",2014,10566,NA,4650,2830,1690,1090,1510,300,NA,NA,NA
"2609",2014,10567,NA,2520,1460,1110,930,2280,1160,NA,NA,NA
"2610",2014,10570,NA,1540,740,620,470,1190,1410,NA,NA,NA
"2611",2014,10573,NA,7240,4180,2140,1290,2100,1700,NA,NA,NA
"2612",2014,10576,NA,640,230,200,130,500,790,NA,NA,NA
"2613",2014,10577,NA,430,140,130,90,190,590,NA,NA,NA
"2614",2014,10578,NA,110,70,60,50,110,40,NA,NA,NA
"2615",2014,10579,NA,1080,750,590,520,1020,420,NA,NA,NA
"2616",2014,10580,NA,1960,790,650,470,1180,2930,NA,NA,NA
"2617",2014,10583,NA,4410,1720,1660,1310,3340,6440,NA,NA,NA
"2618",2014,10588,NA,340,230,190,130,290,90,NA,NA,NA
"2619",2014,10589,NA,910,580,610,580,1180,670,NA,NA,NA
"2620",2014,10590,NA,800,340,330,270,740,690,NA,NA,NA
"2621",2014,10591,NA,3810,2280,1430,1020,1860,1440,NA,NA,NA
"2622",2014,10594,NA,690,390,290,250,560,350,NA,NA,NA
"2623",2014,10595,NA,820,450,420,320,750,470,NA,NA,NA
"2624",2014,10597,NA,130,60,20,30,70,190,NA,NA,NA
"2625",2014,10598,NA,3730,2090,1670,1360,3760,1800,NA,NA,NA
"2626",2014,11001,NA,3910,2360,1820,1430,3050,1090,NA,NA,NA
"2627",2014,11003,NA,8640,6000,3530,2340,2760,330,NA,NA,NA
"2628",2014,11004,NA,1980,1310,1070,810,1230,210,NA,NA,NA
"2629",2014,11005,NA,220,160,200,210,420,220,NA,NA,NA
"2630",2014,11010,NA,3520,2290,1880,1460,2700,540,NA,NA,NA
"2631",2014,11020,NA,880,450,270,210,540,700,NA,NA,NA
"2632",2014,11021,NA,2250,1310,1140,950,1900,1830,NA,NA,NA
"2633",2014,11023,NA,1030,520,390,310,790,870,NA,NA,NA
"2634",2014,11024,NA,960,430,310,240,490,760,NA,NA,NA
"2635",2014,11030,NA,1910,830,750,520,1390,3170,NA,NA,NA
"2636",2014,11040,NA,5790,3390,2670,2220,5030,1960,NA,NA,NA
"2637",2014,11050,NA,4150,2120,1470,1180,2700,3230,NA,NA,NA
"2638",2014,11096,NA,1910,940,440,250,240,20,NA,NA,NA
"2639",2014,11101,NA,5840,3330,2210,1310,2070,1050,NA,NA,NA
"2640",2014,11102,NA,7670,4770,3130,1700,1810,360,NA,NA,NA
"2641",2014,11103,NA,7640,5570,3680,1870,1850,310,NA,NA,NA
"2642",2014,11104,NA,5840,3540,2520,1420,1610,340,NA,NA,NA
"2643",2014,11105,NA,6840,4840,3450,1890,2230,470,NA,NA,NA
"2644",2014,11106,NA,8300,5530,3790,2020,2190,360,NA,NA,NA
"2645",2014,11109,NA,360,360,500,490,1190,860,NA,NA,NA
"2646",2014,11201,NA,6460,4000,4040,3140,6420,6030,NA,NA,NA
"2647",2014,11203,NA,17020,10780,5040,2420,1840,150,NA,NA,NA
"2648",2014,11204,NA,16890,7290,3530,1940,2290,680,NA,NA,NA
"2649",2014,11205,NA,7530,4290,2450,1420,1960,770,NA,NA,NA
"2650",2014,11206,NA,18790,9760,4280,1720,1270,250,NA,NA,NA
"2651",2014,11207,NA,23520,11010,4440,1880,1170,70,NA,NA,NA
"2652",2014,11208,NA,24890,11440,4160,1680,1030,60,NA,NA,NA
"2653",2014,11209,NA,11430,6890,5420,3710,5110,1650,NA,NA,NA
"2654",2014,11210,NA,12370,7690,3900,2120,2440,1030,NA,NA,NA
"2655",2014,11211,NA,11260,7120,4840,2760,3530,1440,NA,NA,NA
"2656",2014,11212,NA,21280,10380,3850,1450,780,30,NA,NA,NA
"2657",2014,11213,NA,14560,8080,3570,1530,1080,220,NA,NA,NA
"2658",2014,11214,NA,19290,9190,4700,2820,2900,540,NA,NA,NA
"2659",2014,11215,NA,7020,5970,5410,3770,6600,4900,NA,NA,NA
"2660",2014,11216,NA,11710,8230,4440,1950,1640,360,NA,NA,NA
"2661",2014,11217,NA,4560,3470,3000,1940,3110,2290,NA,NA,NA
"2662",2014,11218,NA,14800,7060,4260,2630,3350,1080,NA,NA,NA
"2663",2014,11219,NA,21160,6630,2590,1260,1530,550,NA,NA,NA
"2664",2014,11220,NA,37080,9460,3350,1590,1550,340,NA,NA,NA
"2665",2014,11221,NA,18860,10790,4560,1810,1290,190,NA,NA,NA
"2666",2014,11222,NA,6620,5540,4340,2420,2710,790,NA,NA,NA
"2667",2014,11223,NA,15650,7220,3550,2070,2460,1010,NA,NA,NA
"2668",2014,11224,NA,10020,4730,2200,1280,1180,230,NA,NA,NA
"2669",2014,11225,NA,13400,8680,4500,1980,1550,370,NA,NA,NA
"2670",2014,11226,NA,25840,14810,6280,2620,1910,380,NA,NA,NA
"2671",2014,11228,NA,7960,3850,2360,1670,2400,740,NA,NA,NA
"2672",2014,11229,NA,14740,7880,4510,3020,4170,1170,NA,NA,NA
"2673",2014,11230,NA,15420,7960,4350,2390,3060,1400,NA,NA,NA
"2674",2014,11231,NA,4660,3030,2200,1620,3070,2230,NA,NA,NA
"2675",2014,11232,NA,6790,3110,1520,690,650,130,NA,NA,NA
"2676",2014,11233,NA,14970,8740,3830,1700,1220,180,NA,NA,NA
"2677",2014,11234,NA,14710,9630,6130,4250,5590,1320,NA,NA,NA
"2678",2014,11235,NA,16760,7990,4710,3050,3840,1200,NA,NA,NA
"2679",2014,11236,NA,20490,12980,6780,3610,3190,300,NA,NA,NA
"2680",2014,11237,NA,11920,7060,2680,970,730,100,NA,NA,NA
"2681",2014,11238,NA,8410,6980,5390,2920,4180,1870,NA,NA,NA
"2682",2014,11239,NA,2820,2080,1170,510,240,0,NA,NA,NA
"2683",2014,11354,NA,17410,5400,2740,1550,1810,400,NA,NA,NA
"2684",2014,11355,NA,33920,8040,3320,1840,1810,360,NA,NA,NA
"2685",2014,11356,NA,5700,2780,1420,830,1010,150,NA,NA,NA
"2686",2014,11357,NA,6170,3550,2780,2190,3700,1140,NA,NA,NA
"2687",2014,11358,NA,7770,3670,2290,1560,2430,660,NA,NA,NA
"2688",2014,11360,NA,2710,1580,1460,1230,2210,810,NA,NA,NA
"2689",2014,11361,NA,4910,2770,1870,1400,2100,660,NA,NA,NA
"2690",2014,11362,NA,2590,1560,1230,1040,1720,540,NA,NA,NA
"2691",2014,11363,NA,940,570,430,340,650,450,NA,NA,NA
"2692",2014,11364,NA,5830,3370,2600,1880,2830,770,NA,NA,NA
"2693",2014,11365,NA,8370,4330,2770,1920,2670,540,NA,NA,NA
"2694",2014,11366,NA,2460,1280,840,640,1040,380,NA,NA,NA
"2695",2014,11367,NA,7630,4020,2610,1590,1970,550,NA,NA,NA
"2696",2014,11368,NA,29250,11800,4410,1670,1010,80,NA,NA,NA
"2697",2014,11369,NA,9210,4430,2050,980,820,80,NA,NA,NA
"2698",2014,11370,NA,6320,3040,1680,940,1060,160,NA,NA,NA
"2699",2014,11372,NA,17340,8130,4520,2310,2450,520,NA,NA,NA
"2700",2014,11373,NA,28720,11780,5320,2400,2080,250,NA,NA,NA
"2701",2014,11374,NA,8140,4890,3740,2380,2840,650,NA,NA,NA
"2702",2014,11375,NA,9270,6200,5760,4330,6930,2870,NA,NA,NA
"2703",2014,11377,NA,22160,10830,5790,3000,2910,420,NA,NA,NA
"2704",2014,11378,NA,6830,3900,2540,1660,2000,320,NA,NA,NA
"2705",2014,11379,NA,5650,3570,2790,1940,2930,590,NA,NA,NA
"2706",2014,11385,NA,21250,12490,6950,3550,3740,400,NA,NA,NA
"2707",2014,11411,NA,3810,2730,1720,1110,1120,100,NA,NA,NA
"2708",2014,11412,NA,7810,5240,2770,1580,1240,90,NA,NA,NA
"2709",2014,11413,NA,8290,5640,3270,2030,1890,180,NA,NA,NA
"2710",2014,11414,NA,3870,2720,2150,1600,2190,450,NA,NA,NA
"2711",2014,11415,NA,3040,2140,1750,1060,1290,280,NA,NA,NA
"2712",2014,11416,NA,6140,3170,1410,620,460,40,NA,NA,NA
"2713",2014,11417,NA,6570,3660,1910,1090,1130,100,NA,NA,NA
"2714",2014,11418,NA,8320,4400,2210,1070,1200,180,NA,NA,NA
"2715",2014,11419,NA,12050,6010,2500,1150,890,80,NA,NA,NA
"2716",2014,11420,NA,10090,6050,3040,1550,1410,130,NA,NA,NA
"2717",2014,11421,NA,9510,5130,2570,1330,1250,110,NA,NA,NA
"2718",2014,11422,NA,6100,4280,2530,1550,1490,140,NA,NA,NA
"2719",2014,11423,NA,6510,4020,2070,1100,1090,260,NA,NA,NA
"2720",2014,11426,NA,3200,1830,1280,990,1530,240,NA,NA,NA
"2721",2014,11427,NA,4170,2770,1740,1100,1420,310,NA,NA,NA
"2722",2014,11428,NA,4050,2540,1450,870,920,80,NA,NA,NA
"2723",2014,11429,NA,5520,3650,1900,1030,900,60,NA,NA,NA
"2724",2014,11430,NA,60,40,40,30,0,0,NA,NA,NA
"2725",2014,11432,NA,13960,6510,3300,1710,1880,570,NA,NA,NA
"2726",2014,11433,NA,8240,4220,1810,920,670,50,NA,NA,NA
"2727",2014,11434,NA,13060,9050,5020,2560,1870,120,NA,NA,NA
"2728",2014,11435,NA,12270,6470,3630,1820,1670,180,NA,NA,NA
"2729",2014,11436,NA,4150,2590,1330,650,490,20,NA,NA,NA
"2730",2014,11501,NA,2930,2060,1630,1250,2170,550,NA,NA,NA
"2731",2014,11507,NA,950,550,430,410,840,590,NA,NA,NA
"2732",2014,11509,NA,330,170,130,130,280,250,NA,NA,NA
"2733",2014,11510,NA,5570,3310,2430,2000,3620,900,NA,NA,NA
"2734",2014,11514,NA,680,470,360,310,540,150,NA,NA,NA
"2735",2014,11516,NA,970,560,420,320,640,420,NA,NA,NA
"2736",2014,11518,NA,1520,920,810,620,1160,480,NA,NA,NA
"2737",2014,11520,NA,10110,5480,3010,1910,2470,460,NA,NA,NA
"2738",2014,11530,NA,3400,1560,1340,1190,3120,3730,NA,NA,NA
"2739",2014,11542,NA,4900,2820,1710,1140,1970,850,NA,NA,NA
"2740",2014,11545,NA,1640,720,600,460,1140,1580,NA,NA,NA
"2741",2014,11548,NA,200,110,80,60,120,90,NA,NA,NA
"2742",2014,11550,NA,14440,7290,3190,1660,1780,290,NA,NA,NA
"2743",2014,11552,NA,4030,2580,1740,1280,2360,740,NA,NA,NA
"2744",2014,11553,NA,6410,3990,1860,980,990,80,NA,NA,NA
"2745",2014,11554,NA,5620,3570,2760,2140,4290,1180,NA,NA,NA
"2746",2014,11557,NA,1080,570,420,380,810,780,NA,NA,NA
"2747",2014,11558,NA,1300,800,600,370,790,200,NA,NA,NA
"2748",2014,11559,NA,1270,580,400,260,480,820,NA,NA,NA
"2749",2014,11560,NA,1020,480,380,260,570,670,NA,NA,NA
"2750",2014,11561,NA,5220,3210,2850,2190,3910,1610,NA,NA,NA
"2751",2014,11563,NA,3260,1980,1670,1350,2570,750,NA,NA,NA
"2752",2014,11565,NA,1130,690,600,500,1300,500,NA,NA,NA
"2753",2014,11566,NA,4790,2490,2140,1760,4540,2610,NA,NA,NA
"2754",2014,11568,NA,410,210,120,90,200,620,NA,NA,NA
"2755",2014,11570,NA,3860,2050,1590,1260,2820,2640,NA,NA,NA
"2756",2014,11572,NA,4420,2500,2050,1620,3750,1450,NA,NA,NA
"2757",2014,11575,NA,4210,2300,1150,610,540,40,NA,NA,NA
"2758",2014,11576,NA,1530,630,500,450,1120,2060,NA,NA,NA
"2759",2014,11577,NA,1560,780,610,550,1140,1290,NA,NA,NA
"2760",2014,11579,NA,710,370,300,260,550,450,NA,NA,NA
"2761",2014,11580,NA,6910,4590,3360,2360,3810,650,NA,NA,NA
"2762",2014,11581,NA,3110,1870,1430,1200,2370,710,NA,NA,NA
"2763",2014,11590,NA,9700,5570,3080,1990,3680,1230,NA,NA,NA
"2764",2014,11596,NA,1380,790,640,550,1320,720,NA,NA,NA
"2765",2014,11598,NA,1620,710,560,480,1210,1360,NA,NA,NA
"2766",2014,11691,NA,11290,5670,2500,1180,1120,270,NA,NA,NA
"2767",2014,11692,NA,4070,2230,960,480,460,60,NA,NA,NA
"2768",2014,11693,NA,2290,1250,780,530,600,60,NA,NA,NA
"2769",2014,11694,NA,2610,1580,1150,880,1590,590,NA,NA,NA
"2770",2014,11697,NA,500,270,270,240,490,180,NA,NA,NA
"2771",2015,10001,NA,3760,2430,1930,1340,2480,2370,NA,NA,NA
"2772",2015,10002,NA,22380,8260,4690,2690,3530,1640,NA,NA,NA
"2773",2015,10003,NA,5320,4020,4340,3340,6580,6450,NA,NA,NA
"2774",2015,10004,NA,340,260,290,200,520,880,NA,NA,NA
"2775",2015,10005,NA,750,750,910,660,1360,1730,NA,NA,NA
"2776",2015,10006,NA,300,320,360,260,650,540,NA,NA,NA
"2777",2015,10007,NA,440,280,230,220,570,1590,NA,NA,NA
"2778",2015,10009,NA,10130,6860,5800,3710,5100,2110,NA,NA,NA
"2779",2015,10010,NA,2650,2430,2570,1950,3950,3930,NA,NA,NA
"2780",2015,10011,NA,5130,3630,3770,3260,6970,7540,NA,NA,NA
"2781",2015,10012,NA,2490,1840,1740,1420,2790,2580,NA,NA,NA
"2782",2015,10013,NA,4530,2070,1570,1140,2040,3740,NA,NA,NA
"2783",2015,10014,NA,2880,2250,2460,2110,4620,4790,NA,NA,NA
"2784",2015,10016,NA,4970,4780,5220,3880,7210,6370,NA,NA,NA
"2785",2015,10017,NA,1850,1450,1530,1290,2840,3320,NA,NA,NA
"2786",2015,10018,NA,1460,1060,800,640,1220,1290,NA,NA,NA
"2787",2015,10019,NA,5010,3680,3380,2570,5270,4940,NA,NA,NA
"2788",2015,10021,NA,3660,2840,3190,2520,4970,7000,NA,NA,NA
"2789",2015,10022,NA,2880,2120,2440,2100,4630,6060,NA,NA,NA
"2790",2015,10023,NA,5970,3840,3800,3320,7350,9820,NA,NA,NA
"2791",2015,10024,NA,6030,3750,3610,2840,6280,8590,NA,NA,NA
"2792",2015,10025,NA,12960,8230,6330,4180,7580,7460,NA,NA,NA
"2793",2015,10026,NA,7380,4240,2520,1440,1840,980,NA,NA,NA
"2794",2015,10027,NA,11980,6610,3490,1770,2380,1280,NA,NA,NA
"2795",2015,10028,NA,4160,3160,3790,2930,5400,6430,NA,NA,NA
"2796",2015,10029,NA,17180,9220,4610,1820,1770,850,NA,NA,NA
"2797",2015,10030,NA,6800,3670,1770,730,660,180,NA,NA,NA
"2798",2015,10031,NA,14490,7980,3800,1640,1430,390,NA,NA,NA
"2799",2015,10032,NA,15190,7980,3620,1470,1400,310,NA,NA,NA
"2800",2015,10033,NA,13370,6500,3240,1530,1910,620,NA,NA,NA
"2801",2015,10034,NA,9900,4750,2760,1350,1470,290,NA,NA,NA
"2802",2015,10035,NA,7560,3750,1850,930,990,300,NA,NA,NA
"2803",2015,10036,NA,4460,3170,2510,2020,3710,2780,NA,NA,NA
"2804",2015,10037,NA,4120,2750,1910,1010,910,130,NA,NA,NA
"2805",2015,10038,NA,3490,1950,1660,1120,2210,1780,NA,NA,NA
"2806",2015,10039,NA,6670,3570,1750,750,680,160,NA,NA,NA
"2807",2015,10040,NA,10370,5310,2840,1360,1370,360,NA,NA,NA
"2808",2015,10044,NA,1180,750,620,450,850,460,NA,NA,NA
"2809",2015,10065,NA,2310,2110,2150,1680,3220,4460,NA,NA,NA
"2810",2015,10069,NA,370,220,220,180,560,1280,NA,NA,NA
"2811",2015,10075,NA,2200,1710,2030,1650,3070,3770,NA,NA,NA
"2812",2015,10128,NA,5910,4750,5000,3690,6410,7740,NA,NA,NA
"2813",2015,10162,NA,100,60,50,60,180,300,NA,NA,NA
"2814",2015,10280,NA,520,400,430,450,1210,1340,NA,NA,NA
"2815",2015,10282,NA,220,120,140,110,390,1350,NA,NA,NA
"2816",2015,10301,NA,6630,3830,2600,1690,2480,850,NA,NA,NA
"2817",2015,10302,NA,3410,1750,1120,660,990,140,NA,NA,NA
"2818",2015,10303,NA,5400,2850,1630,1010,1210,100,NA,NA,NA
"2819",2015,10304,NA,8300,4130,2420,1470,2290,890,NA,NA,NA
"2820",2015,10305,NA,6770,4020,2820,2030,3010,590,NA,NA,NA
"2821",2015,10306,NA,8330,5050,3840,2950,5240,1300,NA,NA,NA
"2822",2015,10307,NA,1880,1020,860,640,1490,550,NA,NA,NA
"2823",2015,10308,NA,3820,2340,1950,1660,3080,720,NA,NA,NA
"2824",2015,10309,NA,4100,2550,2050,1630,3480,1090,NA,NA,NA
"2825",2015,10310,NA,4420,2350,1400,1030,1830,430,NA,NA,NA
"2826",2015,10312,NA,8070,5020,4060,3460,6890,1750,NA,NA,NA
"2827",2015,10314,NA,12450,7950,5790,4650,7880,1810,NA,NA,NA
"2828",2015,10451,NA,12670,6360,2560,1000,700,60,NA,NA,NA
"2829",2015,10452,NA,22230,9340,3330,960,500,30,NA,NA,NA
"2830",2015,10453,NA,23970,9430,3030,880,560,0,NA,NA,NA
"2831",2015,10454,NA,10000,4070,1260,330,230,20,NA,NA,NA
"2832",2015,10455,NA,10630,4830,1660,510,270,0,NA,NA,NA
"2833",2015,10456,NA,25320,10540,3190,950,520,20,NA,NA,NA
"2834",2015,10457,NA,20850,8230,2670,800,460,30,NA,NA,NA
"2835",2015,10458,NA,20400,8850,3360,1130,760,40,NA,NA,NA
"2836",2015,10459,NA,12480,5840,1890,650,350,20,NA,NA,NA
"2837",2015,10460,NA,14970,6420,2210,770,480,30,NA,NA,NA
"2838",2015,10461,NA,8690,6040,4130,2260,2530,330,NA,NA,NA
"2839",2015,10462,NA,16630,10840,6760,3060,2360,150,NA,NA,NA
"2840",2015,10463,NA,12800,7360,5010,3130,4270,1440,NA,NA,NA
"2841",2015,10464,NA,570,390,350,250,420,160,NA,NA,NA
"2842",2015,10465,NA,6330,4370,3280,2150,3060,530,NA,NA,NA
"2843",2015,10466,NA,15260,9320,4360,2090,1890,110,NA,NA,NA
"2844",2015,10467,NA,22520,12310,5640,2140,1690,110,NA,NA,NA
"2845",2015,10468,NA,20960,9050,3530,1320,840,50,NA,NA,NA
"2846",2015,10469,NA,13790,8530,4760,2530,2690,300,NA,NA,NA
"2847",2015,10470,NA,2960,1840,1210,660,860,130,NA,NA,NA
"2848",2015,10471,NA,2360,1620,1530,1260,2060,1060,NA,NA,NA
"2849",2015,10472,NA,16550,7480,2890,1010,720,40,NA,NA,NA
"2850",2015,10473,NA,12990,7670,3780,1790,1620,110,NA,NA,NA
"2851",2015,10474,NA,3010,1380,470,130,70,0,NA,NA,NA
"2852",2015,10475,NA,7370,6360,4630,2400,1790,100,NA,NA,NA
"2853",2015,10501,NA,170,90,70,60,150,140,NA,NA,NA
"2854",2015,10502,NA,700,280,250,240,640,730,NA,NA,NA
"2855",2015,10504,NA,1080,380,330,270,800,2560,NA,NA,NA
"2856",2015,10505,NA,190,100,50,40,100,120,NA,NA,NA
"2857",2015,10506,NA,700,250,190,150,440,1050,NA,NA,NA
"2858",2015,10507,NA,890,490,330,200,440,360,NA,NA,NA
"2859",2015,10509,NA,3080,1710,1260,970,2110,850,NA,NA,NA
"2860",2015,10510,NA,1090,470,400,290,1020,1550,NA,NA,NA
"2861",2015,10511,NA,340,210,170,110,230,80,NA,NA,NA
"2862",2015,10512,NA,3420,2190,1760,1340,2880,900,NA,NA,NA
"2863",2015,10514,NA,1240,390,330,250,840,2380,NA,NA,NA
"2864",2015,10516,NA,700,420,330,280,650,340,NA,NA,NA
"2865",2015,10518,NA,180,70,70,50,160,170,NA,NA,NA
"2866",2015,10520,NA,1600,950,750,580,1390,1150,NA,NA,NA
"2867",2015,10522,NA,1200,790,670,500,1100,940,NA,NA,NA
"2868",2015,10523,NA,1580,940,720,490,840,270,NA,NA,NA
"2869",2015,10524,NA,490,290,230,220,500,310,NA,NA,NA
"2870",2015,10526,NA,260,130,110,70,210,200,NA,NA,NA
"2871",2015,10527,NA,100,50,30,30,120,100,NA,NA,NA
"2872",2015,10528,NA,1550,940,770,530,980,1120,NA,NA,NA
"2873",2015,10530,NA,1420,1010,1020,870,1820,1020,NA,NA,NA
"2874",2015,10532,NA,630,410,320,250,700,300,NA,NA,NA
"2875",2015,10533,NA,840,420,380,340,770,1060,NA,NA,NA
